训练样本索引,标签ID,类别名称
11689,8,rec.motorcycles
11690,18,talk.politics.misc
11691,14,sci.space
11692,2,comp.os.ms-windows.misc
11693,7,rec.autos
11694,4,comp.sys.mac.hardware
11695,8,rec.motorcycles
11696,9,rec.sport.baseball
11697,6,misc.forsale
11698,14,sci.space
11699,11,sci.crypt
11700,5,comp.windows.x
11701,4,comp.sys.mac.hardware
11702,16,talk.politics.guns
11703,4,comp.sys.mac.hardware
11704,16,talk.politics.guns
11705,19,talk.religion.misc
11706,19,talk.religion.misc
11707,4,comp.sys.mac.hardware
11708,10,rec.sport.hockey
11709,12,sci.electronics
11710,0,alt.atheism
11711,16,talk.politics.guns
11712,2,comp.os.ms-windows.misc
11713,7,rec.autos
11714,13,sci.med
11715,17,talk.politics.mideast
11716,14,sci.space
11717,17,talk.politics.mideast
11718,9,rec.sport.baseball
11719,3,comp.sys.ibm.pc.hardware
11720,3,comp.sys.ibm.pc.hardware
11721,3,comp.sys.ibm.pc.hardware
11722,5,comp.windows.x
11723,0,alt.atheism
11724,6,misc.forsale
11725,11,sci.crypt
11726,9,rec.sport.baseball
11727,0,alt.atheism
11728,17,talk.politics.mideast
11729,12,sci.electronics
11730,14,sci.space
11731,4,comp.sys.mac.hardware
11732,5,comp.windows.x
11733,10,rec.sport.hockey
11734,16,talk.politics.guns
11735,8,rec.motorcycles
11736,16,talk.politics.guns
11737,2,comp.os.ms-windows.misc
11738,15,soc.religion.christian
11739,3,comp.sys.ibm.pc.hardware
11740,14,sci.space
11741,8,rec.motorcycles
11742,3,comp.sys.ibm.pc.hardware
11743,16,talk.politics.guns
11744,2,comp.os.ms-windows.misc
11745,19,talk.religion.misc
11746,1,comp.graphics
11747,1,comp.graphics
11748,4,comp.sys.mac.hardware
11749,16,talk.politics.guns
11750,4,comp.sys.mac.hardware
11751,5,comp.windows.x
11752,11,sci.crypt
11753,7,rec.autos
11754,19,talk.religion.misc
11755,14,sci.space
11756,8,rec.motorcycles
11757,16,talk.politics.guns
11758,17,talk.politics.mideast
11759,9,rec.sport.baseball
11760,16,talk.politics.guns
11761,3,comp.sys.ibm.pc.hardware
11762,19,talk.religion.misc
11763,13,sci.med
11764,15,soc.religion.christian
11765,5,comp.windows.x
11766,6,misc.forsale
11767,3,comp.sys.ibm.pc.hardware
11768,10,rec.sport.hockey
11769,16,talk.politics.guns
11770,8,rec.motorcycles
11771,1,comp.graphics
11772,15,soc.religion.christian
11773,17,talk.politics.mideast
11774,17,talk.politics.mideast
11775,16,talk.politics.guns
11776,16,talk.politics.guns
11777,11,sci.crypt
11778,5,comp.windows.x
11779,1,comp.graphics
11780,11,sci.crypt
11781,6,misc.forsale
11782,2,comp.os.ms-windows.misc
11783,6,misc.forsale
11784,0,alt.atheism
11785,6,misc.forsale
11786,6,misc.forsale
11787,17,talk.politics.mideast
11788,4,comp.sys.mac.hardware
11789,13,sci.med
11790,10,rec.sport.hockey
11791,11,sci.crypt
11792,19,talk.religion.misc
11793,8,rec.motorcycles
11794,10,rec.sport.hockey
11795,9,rec.sport.baseball
11796,6,misc.forsale
11797,13,sci.med
11798,4,comp.sys.mac.hardware
11799,0,alt.atheism
11800,17,talk.politics.mideast
11801,5,comp.windows.x
11802,18,talk.politics.misc
11803,3,comp.sys.ibm.pc.hardware
11804,12,sci.electronics
11805,6,misc.forsale
11806,10,rec.sport.hockey
11807,6,misc.forsale
11808,16,talk.politics.guns
11809,6,misc.forsale
11810,18,talk.politics.misc
11811,14,sci.space
11812,14,sci.space
11813,0,alt.atheism
11814,8,rec.motorcycles
11815,12,sci.electronics
11816,15,soc.religion.christian
11817,1,comp.graphics
11818,12,sci.electronics
11819,15,soc.religion.christian
11820,0,alt.atheism
11821,7,rec.autos
11822,16,talk.politics.guns
11823,0,alt.atheism
11824,11,sci.crypt
11825,14,sci.space
11826,0,alt.atheism
11827,0,alt.atheism
11828,3,comp.sys.ibm.pc.hardware
11829,7,rec.autos
11830,0,alt.atheism
11831,6,misc.forsale
11832,13,sci.med
11833,13,sci.med
11834,7,rec.autos
11835,4,comp.sys.mac.hardware
11836,5,comp.windows.x
11837,12,sci.electronics
11838,11,sci.crypt
11839,9,rec.sport.baseball
11840,5,comp.windows.x
11841,2,comp.os.ms-windows.misc
11842,10,rec.sport.hockey
11843,14,sci.space
11844,5,comp.windows.x
11845,12,sci.electronics
11846,3,comp.sys.ibm.pc.hardware
11847,1,comp.graphics
11848,10,rec.sport.hockey
11849,17,talk.politics.mideast
11850,18,talk.politics.misc
11851,8,rec.motorcycles
11852,2,comp.os.ms-windows.misc
11853,11,sci.crypt
11854,7,rec.autos
11855,13,sci.med
11856,11,sci.crypt
11857,5,comp.windows.x
11858,5,comp.windows.x
11859,5,comp.windows.x
11860,14,sci.space
11861,12,sci.electronics
11862,17,talk.politics.mideast
11863,10,rec.sport.hockey
11864,0,alt.atheism
11865,9,rec.sport.baseball
11866,2,comp.os.ms-windows.misc
11867,12,sci.electronics
11868,5,comp.windows.x
11869,1,comp.graphics
11870,10,rec.sport.hockey
11871,13,sci.med
11872,15,soc.religion.christian
11873,9,rec.sport.baseball
11874,14,sci.space
11875,12,sci.electronics
11876,3,comp.sys.ibm.pc.hardware
11877,1,comp.graphics
11878,17,talk.politics.mideast
11879,3,comp.sys.ibm.pc.hardware
11880,8,rec.motorcycles
11881,18,talk.politics.misc
11882,1,comp.graphics
11883,9,rec.sport.baseball
11884,12,sci.electronics
11885,8,rec.motorcycles
11886,7,rec.autos
11887,11,sci.crypt
11888,2,comp.os.ms-windows.misc
11889,18,talk.politics.misc
11890,7,rec.autos
11891,4,comp.sys.mac.hardware
11892,3,comp.sys.ibm.pc.hardware
11893,18,talk.politics.misc
11894,17,talk.politics.mideast
11895,17,talk.politics.mideast
11896,4,comp.sys.mac.hardware
11897,5,comp.windows.x
11898,12,sci.electronics
11899,5,comp.windows.x
11900,15,soc.religion.christian
11901,1,comp.graphics
11902,5,comp.windows.x
11903,18,talk.politics.misc
11904,10,rec.sport.hockey
11905,1,comp.graphics
11906,19,talk.religion.misc
11907,11,sci.crypt
11908,14,sci.space
11909,5,comp.windows.x
11910,16,talk.politics.guns
11911,8,rec.motorcycles
11912,5,comp.windows.x
11913,0,alt.atheism
11914,2,comp.os.ms-windows.misc
11915,19,talk.religion.misc
11916,3,comp.sys.ibm.pc.hardware
11917,0,alt.atheism
11918,18,talk.politics.misc
11919,15,soc.religion.christian
11920,6,misc.forsale
11921,1,comp.graphics
11922,14,sci.space
11923,16,talk.politics.guns
11924,7,rec.autos
11925,19,talk.religion.misc
11926,2,comp.os.ms-windows.misc
11927,19,talk.religion.misc
11928,14,sci.space
11929,14,sci.space
11930,3,comp.sys.ibm.pc.hardware
11931,13,sci.med
11932,2,comp.os.ms-windows.misc
11933,8,rec.motorcycles
11934,4,comp.sys.mac.hardware
11935,16,talk.politics.guns
11936,6,misc.forsale
11937,14,sci.space
11938,17,talk.politics.mideast
11939,12,sci.electronics
11940,3,comp.sys.ibm.pc.hardware
11941,4,comp.sys.mac.hardware
11942,3,comp.sys.ibm.pc.hardware
11943,9,rec.sport.baseball
11944,3,comp.sys.ibm.pc.hardware
11945,3,comp.sys.ibm.pc.hardware
11946,15,soc.religion.christian
11947,5,comp.windows.x
11948,4,comp.sys.mac.hardware
11949,10,rec.sport.hockey
11950,7,rec.autos
11951,17,talk.politics.mideast
11952,15,soc.religion.christian
11953,6,misc.forsale
11954,11,sci.crypt
11955,9,rec.sport.baseball
11956,5,comp.windows.x
11957,9,rec.sport.baseball
11958,5,comp.windows.x
11959,14,sci.space
11960,13,sci.med
11961,0,alt.atheism
11962,8,rec.motorcycles
11963,18,talk.politics.misc
11964,8,rec.motorcycles
11965,11,sci.crypt
11966,4,comp.sys.mac.hardware
11967,8,rec.motorcycles
11968,16,talk.politics.guns
11969,0,alt.atheism
11970,7,rec.autos
11971,19,talk.religion.misc
11972,14,sci.space
11973,15,soc.religion.christian
11974,9,rec.sport.baseball
11975,8,rec.motorcycles
11976,13,sci.med
11977,14,sci.space
11978,4,comp.sys.mac.hardware
11979,14,sci.space
11980,10,rec.sport.hockey
11981,7,rec.autos
11982,4,comp.sys.mac.hardware
11983,19,talk.religion.misc
11984,19,talk.religion.misc
11985,1,comp.graphics
11986,18,talk.politics.misc
11987,1,comp.graphics
11988,0,alt.atheism
11989,4,comp.sys.mac.hardware
11990,3,comp.sys.ibm.pc.hardware
11991,11,sci.crypt
11992,10,rec.sport.hockey
11993,9,rec.sport.baseball
11994,14,sci.space
11995,14,sci.space
11996,1,comp.graphics
11997,1,comp.graphics
11998,18,talk.politics.misc
11999,19,talk.religion.misc
12000,19,talk.religion.misc
12001,8,rec.motorcycles
12002,8,rec.motorcycles
12003,16,talk.politics.guns
12004,7,rec.autos
12005,5,comp.windows.x
12006,16,talk.politics.guns
12007,19,talk.religion.misc
12008,16,talk.politics.guns
12009,3,comp.sys.ibm.pc.hardware
12010,12,sci.electronics
12011,6,misc.forsale
12012,4,comp.sys.mac.hardware
12013,11,sci.crypt
12014,16,talk.politics.guns
12015,16,talk.politics.guns
12016,8,rec.motorcycles
12017,18,talk.politics.misc
12018,2,comp.os.ms-windows.misc
12019,14,sci.space
12020,17,talk.politics.mideast
12021,10,rec.sport.hockey
12022,3,comp.sys.ibm.pc.hardware
12023,1,comp.graphics
12024,12,sci.electronics
12025,7,rec.autos
12026,16,talk.politics.guns
12027,12,sci.electronics
12028,19,talk.religion.misc
12029,7,rec.autos
12030,11,sci.crypt
12031,4,comp.sys.mac.hardware
12032,13,sci.med
12033,12,sci.electronics
12034,9,rec.sport.baseball
12035,12,sci.electronics
12036,10,rec.sport.hockey
12037,6,misc.forsale
12038,11,sci.crypt
12039,10,rec.sport.hockey
12040,15,soc.religion.christian
12041,12,sci.electronics
12042,18,talk.politics.misc
12043,9,rec.sport.baseball
12044,16,talk.politics.guns
12045,19,talk.religion.misc
12046,5,comp.windows.x
12047,13,sci.med
12048,0,alt.atheism
12049,5,comp.windows.x
12050,1,comp.graphics
12051,18,talk.politics.misc
12052,7,rec.autos
12053,2,comp.os.ms-windows.misc
12054,11,sci.crypt
12055,1,comp.graphics
12056,10,rec.sport.hockey
12057,0,alt.atheism
12058,0,alt.atheism
12059,4,comp.sys.mac.hardware
12060,13,sci.med
12061,13,sci.med
12062,6,misc.forsale
12063,13,sci.med
12064,11,sci.crypt
12065,17,talk.politics.mideast
12066,19,talk.religion.misc
12067,17,talk.politics.mideast
12068,2,comp.os.ms-windows.misc
12069,8,rec.motorcycles
12070,13,sci.med
12071,2,comp.os.ms-windows.misc
12072,7,rec.autos
12073,2,comp.os.ms-windows.misc
12074,0,alt.atheism
12075,7,rec.autos
12076,14,sci.space
12077,7,rec.autos
12078,2,comp.os.ms-windows.misc
12079,10,rec.sport.hockey
12080,18,talk.politics.misc
12081,4,comp.sys.mac.hardware
12082,4,comp.sys.mac.hardware
12083,0,alt.atheism
12084,3,comp.sys.ibm.pc.hardware
12085,14,sci.space
12086,17,talk.politics.mideast
12087,7,rec.autos
12088,1,comp.graphics
12089,16,talk.politics.guns
12090,3,comp.sys.ibm.pc.hardware
12091,13,sci.med
12092,9,rec.sport.baseball
12093,6,misc.forsale
12094,19,talk.religion.misc
12095,6,misc.forsale
12096,0,alt.atheism
12097,9,rec.sport.baseball
12098,10,rec.sport.hockey
12099,17,talk.politics.mideast
12100,18,talk.politics.misc
12101,11,sci.crypt
12102,14,sci.space
12103,17,talk.politics.mideast
12104,1,comp.graphics
12105,1,comp.graphics
12106,18,talk.politics.misc
12107,11,sci.crypt
12108,13,sci.med
12109,8,rec.motorcycles
12110,1,comp.graphics
12111,9,rec.sport.baseball
12112,11,sci.crypt
12113,12,sci.electronics
12114,0,alt.atheism
12115,10,rec.sport.hockey
12116,16,talk.politics.guns
12117,17,talk.politics.mideast
12118,10,rec.sport.hockey
12119,14,sci.space
12120,15,soc.religion.christian
12121,5,comp.windows.x
12122,15,soc.religion.christian
12123,8,rec.motorcycles
12124,12,sci.electronics
12125,9,rec.sport.baseball
12126,4,comp.sys.mac.hardware
12127,12,sci.electronics
12128,2,comp.os.ms-windows.misc
12129,15,soc.religion.christian
12130,7,rec.autos
12131,5,comp.windows.x
12132,8,rec.motorcycles
12133,2,comp.os.ms-windows.misc
12134,7,rec.autos
12135,3,comp.sys.ibm.pc.hardware
12136,4,comp.sys.mac.hardware
12137,14,sci.space
12138,6,misc.forsale
12139,10,rec.sport.hockey
12140,17,talk.politics.mideast
12141,12,sci.electronics
12142,12,sci.electronics
12143,17,talk.politics.mideast
12144,13,sci.med
12145,0,alt.atheism
12146,15,soc.religion.christian
12147,12,sci.electronics
12148,13,sci.med
12149,14,sci.space
12150,2,comp.os.ms-windows.misc
12151,1,comp.graphics
12152,14,sci.space
12153,10,rec.sport.hockey
12154,16,talk.politics.guns
12155,14,sci.space
12156,3,comp.sys.ibm.pc.hardware
12157,8,rec.motorcycles
12158,17,talk.politics.mideast
12159,6,misc.forsale
12160,9,rec.sport.baseball
12161,6,misc.forsale
12162,11,sci.crypt
12163,3,comp.sys.ibm.pc.hardware
12164,8,rec.motorcycles
12165,15,soc.religion.christian
12166,2,comp.os.ms-windows.misc
12167,12,sci.electronics
12168,5,comp.windows.x
12169,1,comp.graphics
12170,6,misc.forsale
12171,10,rec.sport.hockey
12172,13,sci.med
12173,8,rec.motorcycles
12174,18,talk.politics.misc
12175,10,rec.sport.hockey
12176,15,soc.religion.christian
12177,19,talk.religion.misc
12178,16,talk.politics.guns
12179,2,comp.os.ms-windows.misc
12180,16,talk.politics.guns
12181,4,comp.sys.mac.hardware
12182,18,talk.politics.misc
12183,14,sci.space
12184,6,misc.forsale
12185,19,talk.religion.misc
12186,4,comp.sys.mac.hardware
12187,13,sci.med
12188,15,soc.religion.christian
12189,13,sci.med
12190,3,comp.sys.ibm.pc.hardware
12191,19,talk.religion.misc
12192,6,misc.forsale
12193,15,soc.religion.christian
12194,16,talk.politics.guns
12195,11,sci.crypt
12196,18,talk.politics.misc
12197,19,talk.religion.misc
12198,13,sci.med
12199,6,misc.forsale
12200,15,soc.religion.christian
12201,6,misc.forsale
12202,18,talk.politics.misc
12203,4,comp.sys.mac.hardware
12204,6,misc.forsale
12205,4,comp.sys.mac.hardware
12206,9,rec.sport.baseball
12207,1,comp.graphics
12208,9,rec.sport.baseball
12209,3,comp.sys.ibm.pc.hardware
12210,5,comp.windows.x
12211,18,talk.politics.misc
12212,3,comp.sys.ibm.pc.hardware
12213,0,alt.atheism
12214,5,comp.windows.x
12215,8,rec.motorcycles
12216,18,talk.politics.misc
12217,0,alt.atheism
12218,5,comp.windows.x
12219,2,comp.os.ms-windows.misc
12220,13,sci.med
12221,4,comp.sys.mac.hardware
12222,13,sci.med
12223,4,comp.sys.mac.hardware
12224,12,sci.electronics
12225,16,talk.politics.guns
12226,0,alt.atheism
12227,4,comp.sys.mac.hardware
12228,10,rec.sport.hockey
12229,11,sci.crypt
12230,14,sci.space
12231,7,rec.autos
12232,10,rec.sport.hockey
12233,13,sci.med
12234,5,comp.windows.x
12235,17,talk.politics.mideast
12236,15,soc.religion.christian
12237,5,comp.windows.x
12238,8,rec.motorcycles
12239,13,sci.med
12240,0,alt.atheism
12241,15,soc.religion.christian
12242,3,comp.sys.ibm.pc.hardware
12243,12,sci.electronics
12244,2,comp.os.ms-windows.misc
12245,4,comp.sys.mac.hardware
12246,7,rec.autos
12247,10,rec.sport.hockey
12248,10,rec.sport.hockey
12249,6,misc.forsale
12250,4,comp.sys.mac.hardware
12251,5,comp.windows.x
12252,11,sci.crypt
12253,2,comp.os.ms-windows.misc
12254,12,sci.electronics
12255,9,rec.sport.baseball
12256,13,sci.med
12257,17,talk.politics.mideast
12258,18,talk.politics.misc
12259,19,talk.religion.misc
12260,8,rec.motorcycles
12261,12,sci.electronics
12262,2,comp.os.ms-windows.misc
12263,4,comp.sys.mac.hardware
12264,7,rec.autos
12265,16,talk.politics.guns
12266,13,sci.med
12267,9,rec.sport.baseball
12268,14,sci.space
12269,5,comp.windows.x
12270,3,comp.sys.ibm.pc.hardware
12271,9,rec.sport.baseball
12272,14,sci.space
12273,7,rec.autos
12274,5,comp.windows.x
12275,10,rec.sport.hockey
12276,4,comp.sys.mac.hardware
12277,0,alt.atheism
12278,8,rec.motorcycles
12279,15,soc.religion.christian
12280,13,sci.med
12281,13,sci.med
12282,15,soc.religion.christian
12283,6,misc.forsale
12284,0,alt.atheism
12285,8,rec.motorcycles
12286,14,sci.space
12287,15,soc.religion.christian
12288,16,talk.politics.guns
12289,10,rec.sport.hockey
12290,2,comp.os.ms-windows.misc
12291,15,soc.religion.christian
12292,19,talk.religion.misc
12293,0,alt.atheism
12294,18,talk.politics.misc
12295,15,soc.religion.christian
12296,9,rec.sport.baseball
12297,5,comp.windows.x
12298,6,misc.forsale
12299,6,misc.forsale
12300,12,sci.electronics
12301,7,rec.autos
12302,17,talk.politics.mideast
12303,0,alt.atheism
12304,5,comp.windows.x
12305,0,alt.atheism
12306,8,rec.motorcycles
12307,11,sci.crypt
12308,12,sci.electronics
12309,0,alt.atheism
12310,7,rec.autos
12311,7,rec.autos
12312,0,alt.atheism
12313,3,comp.sys.ibm.pc.hardware
12314,6,misc.forsale
12315,7,rec.autos
12316,0,alt.atheism
12317,12,sci.electronics
12318,18,talk.politics.misc
12319,18,talk.politics.misc
12320,11,sci.crypt
12321,16,talk.politics.guns
12322,3,comp.sys.ibm.pc.hardware
12323,2,comp.os.ms-windows.misc
12324,17,talk.politics.mideast
12325,11,sci.crypt
12326,18,talk.politics.misc
12327,16,talk.politics.guns
12328,10,rec.sport.hockey
12329,2,comp.os.ms-windows.misc
12330,17,talk.politics.mideast
12331,15,soc.religion.christian
12332,5,comp.windows.x
12333,3,comp.sys.ibm.pc.hardware
12334,0,alt.atheism
12335,15,soc.religion.christian
12336,17,talk.politics.mideast
12337,15,soc.religion.christian
12338,10,rec.sport.hockey
12339,5,comp.windows.x
12340,15,soc.religion.christian
12341,3,comp.sys.ibm.pc.hardware
12342,7,rec.autos
12343,1,comp.graphics
12344,1,comp.graphics
12345,15,soc.religion.christian
12346,12,sci.electronics
12347,10,rec.sport.hockey
12348,5,comp.windows.x
12349,0,alt.atheism
12350,1,comp.graphics
12351,5,comp.windows.x
12352,15,soc.religion.christian
12353,10,rec.sport.hockey
12354,19,talk.religion.misc
12355,4,comp.sys.mac.hardware
12356,14,sci.space
12357,17,talk.politics.mideast
12358,2,comp.os.ms-windows.misc
12359,4,comp.sys.mac.hardware
12360,5,comp.windows.x
12361,1,comp.graphics
12362,9,rec.sport.baseball
12363,16,talk.politics.guns
12364,8,rec.motorcycles
12365,13,sci.med
12366,13,sci.med
12367,13,sci.med
12368,17,talk.politics.mideast
12369,3,comp.sys.ibm.pc.hardware
12370,3,comp.sys.ibm.pc.hardware
12371,2,comp.os.ms-windows.misc
12372,5,comp.windows.x
12373,5,comp.windows.x
12374,4,comp.sys.mac.hardware
12375,16,talk.politics.guns
12376,10,rec.sport.hockey
12377,6,misc.forsale
12378,5,comp.windows.x
12379,17,talk.politics.mideast
12380,5,comp.windows.x
12381,3,comp.sys.ibm.pc.hardware
12382,19,talk.religion.misc
12383,8,rec.motorcycles
12384,18,talk.politics.misc
12385,12,sci.electronics
12386,12,sci.electronics
12387,18,talk.politics.misc
12388,14,sci.space
12389,5,comp.windows.x
12390,9,rec.sport.baseball
12391,17,talk.politics.mideast
12392,13,sci.med
12393,7,rec.autos
12394,6,misc.forsale
12395,19,talk.religion.misc
12396,17,talk.politics.mideast
12397,12,sci.electronics
12398,9,rec.sport.baseball
12399,1,comp.graphics
12400,9,rec.sport.baseball
12401,2,comp.os.ms-windows.misc
12402,17,talk.politics.mideast
12403,18,talk.politics.misc
12404,0,alt.atheism
12405,19,talk.religion.misc
12406,18,talk.politics.misc
12407,14,sci.space
12408,7,rec.autos
12409,9,rec.sport.baseball
12410,8,rec.motorcycles
12411,6,misc.forsale
12412,14,sci.space
12413,17,talk.politics.mideast
12414,16,talk.politics.guns
12415,8,rec.motorcycles
12416,16,talk.politics.guns
12417,8,rec.motorcycles
12418,4,comp.sys.mac.hardware
12419,12,sci.electronics
12420,14,sci.space
12421,9,rec.sport.baseball
12422,3,comp.sys.ibm.pc.hardware
12423,6,misc.forsale
12424,10,rec.sport.hockey
12425,8,rec.motorcycles
12426,12,sci.electronics
12427,0,alt.atheism
12428,13,sci.med
12429,18,talk.politics.misc
12430,1,comp.graphics
12431,1,comp.graphics
12432,4,comp.sys.mac.hardware
12433,6,misc.forsale
12434,18,talk.politics.misc
12435,0,alt.atheism
12436,15,soc.religion.christian
12437,19,talk.religion.misc
12438,6,misc.forsale
12439,1,comp.graphics
12440,12,sci.electronics
12441,9,rec.sport.baseball
12442,8,rec.motorcycles
12443,1,comp.graphics
12444,3,comp.sys.ibm.pc.hardware
12445,6,misc.forsale
12446,2,comp.os.ms-windows.misc
12447,4,comp.sys.mac.hardware
12448,4,comp.sys.mac.hardware
12449,1,comp.graphics
12450,0,alt.atheism
12451,17,talk.politics.mideast
12452,13,sci.med
12453,3,comp.sys.ibm.pc.hardware
12454,17,talk.politics.mideast
12455,4,comp.sys.mac.hardware
12456,3,comp.sys.ibm.pc.hardware
12457,12,sci.electronics
12458,5,comp.windows.x
12459,19,talk.religion.misc
12460,18,talk.politics.misc
12461,17,talk.politics.mideast
12462,10,rec.sport.hockey
12463,3,comp.sys.ibm.pc.hardware
12464,17,talk.politics.mideast
12465,9,rec.sport.baseball
12466,4,comp.sys.mac.hardware
12467,4,comp.sys.mac.hardware
12468,9,rec.sport.baseball
12469,6,misc.forsale
12470,18,talk.politics.misc
12471,13,sci.med
12472,14,sci.space
